CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
05-01-0464-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO INTEGRAL MAREM,ALDEA GUADALUPE EL ZAPOTE,41937993,REMY ARTURO SINAY GUDIEL,DENIFFE RAQUEL CIFUENTES LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,41937993,41937993,41937993,ESCUINTLA | CENTRO EDUCATIVO INTEGRAL MAREM | ALDEA GUADALUPE EL ZAPOTE
05-01-0465-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO INTEGRAL MAREM,ALDEA GUADALUPE EL ZAPOTE,41937993,REMY ARTURO SINAY GUDIEL,DENIFFE RAQUEL CIFUENTES LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,41937993,41937993,41937993,ESCUINTLA | CENTRO EDUCATIVO INTEGRAL MAREM | ALDEA GUADALUPE EL ZAPOTE
05-01-0467-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EDUCATIVO IREMAR,CALZADA CONCEPCIÓN ZONA 2 COLONIA LA POPULAR,47701980,REMY ARTURO SINAY GUDIEL,VILMA ARACELY ORELLANA RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,47701980,47701980,47701980,ESCUINTLA | LICEO EDUCATIVO IREMAR | CALZADA CONCEPCIÓN ZONA 2 COLONIA LA POPULAR
05-01-0468-46,05-033,ESCUINTLA,ESCUINTLA,LICEO EDUCATIVO IREMAR,CALZADA CONCEPCIÓN ZONA 2 COLONIA LA POPULAR,47701980,REMY ARTURO SINAY GUDIEL,VILMA ARACELY ORELLANA RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,47701980,47701980,47701980,ESCUINTLA | LICEO EDUCATIVO IREMAR | CALZADA CONCEPCIÓN ZONA 2 COLONIA LA POPULAR
05-01-0471-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO BANAPORT,"4A CALLE SECCIÓN C LOTE B, COLONIA HUNAPÚ, ZONA 5",48571381,REMY ARTURO SINAY GUDIEL,AGUSTINA FLORENTINA YAT TOJIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),ESCUINTLA,48571381,48571381,48571381,"ESCUINTLA | CENTRO EDUCATIVO BANAPORT | 4A CALLE SECCIÓN C LOTE B, COLONIA HUNAPÚ, ZONA 5"
05-01-0472-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCATIVO BANAPORT,"4 A CALLE SECCIÓN C LOTE B, COLONIA HUNAPÚ, ZONA 5",48571381,REMY ARTURO SINAY GUDIEL,AGUSTINA FLORENTINA YAT TOJIN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,48571381,48571381,48571381,"ESCUINTLA | CENTRO EDUCATIVO BANAPORT | 4 A CALLE SECCIÓN C LOTE B, COLONIA HUNAPÚ, ZONA 5"
05-01-0473-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC,KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ,47691929,REMY ARTURO SINAY GUDIEL,JESSICA JEANNETTE SAGASTUME HICKS DE TZORIN.,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,47691929,47691929,47691929,ESCUINTLA | COLEGIO INTERNACIONAL FUTURE LEARNING CENTER FLC | KM. 60 LA FELICIDAD SALIDA A PUERTO SAN JOSÉ
05-01-0475-46,05-033,ESCUINTLA,ESCUINTLA,LICEO ESPAÑOL AMERICANO,1A AVENIDA 0-06 ZONA 4 COLONIA LOS NARANJALES,78897037,REMY ARTURO SINAY GUDIEL,YARISA RUBY SAMAYOA BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),ESCUINTLA,78897037,78897037,78897037,ESCUINTLA | LICEO ESPAÑOL AMERICANO | 1A AVENIDA 0-06 ZONA 4 COLONIA LOS NARANJALES
05-01-0657-46,05-033,ESCUINTLA,ESCUINTLA,CENTRO EDUCACIONAL GUATEMALTECO DEL SUR,"3A. AVENIDA 5-52 ZONA 1 ESCUINTLA,",78894544,REMY ARTURO SINAY GUDIEL,NIDIA AMARILIS GALVEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78894544,78894544,78894544,"ESCUINTLA | CENTRO EDUCACIONAL GUATEMALTECO DEL SUR | 3A. AVENIDA 5-52 ZONA 1 ESCUINTLA,"
05-01-0666-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE SISTEMAS EN INFORMATICA,1A.AVENIDA 5-80 ZONA 4,78880429-78880419,REMY ARTURO SINAY GUDIEL,DIANA PAOLA PEREIRA RODRÍGUEZ DE NORIEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78880429-78880419,78880429,78880429 | 78880419,ESCUINTLA | INSTITUTO DE SISTEMAS EN INFORMATICA | 1A.AVENIDA 5-80 ZONA 4
05-01-0721-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS INCCAV,4 AVENIDA 15-94 SUR FINAL,78892791,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78892791,78892791,78892791,ESCUINTLA | INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS INCCAV | 4 AVENIDA 15-94 SUR FINAL
05-01-2121-46,05-033,ESCUINTLA,ESCUINTLA,LICEO ESPAÑOL AMERICANO,1ERA AV. 0-06 ZONA 4 COLONIA LOS NARANJALES,78897037,REMY ARTURO SINAY GUDIEL,YARISA RUBY SAMAYOA BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78897037,78897037,78897037,ESCUINTLA | LICEO ESPAÑOL AMERICANO | 1ERA AV. 0-06 ZONA 4 COLONIA LOS NARANJALES
05-01-2253-46,05-033,ESCUINTLA,ESCUINTLA,LICEO RAFAEL ALVAREZ OVALLE,5A. AVENIDA 6-61 ZONA 1,47107155,REMY ARTURO SINAY GUDIEL,EDGAR RAFAEL HURTARTE GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,47107155,47107155,47107155,ESCUINTLA | LICEO RAFAEL ALVAREZ OVALLE | 5A. AVENIDA 6-61 ZONA 1
05-01-2511-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL DE EDUCACION FISICA,KM. 54 CARRETERA AL PACIFICO,58729748,REMY ARTURO SINAY GUDIEL,CELESTE MARY SILVA DUARTE,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,58729748,58729748,58729748,ESCUINTLA | ESCUELA NORMAL DE EDUCACION FISICA | KM. 54 CARRETERA AL PACIFICO
05-01-2540-46,05-033,ESCUINTLA,ESCUINTLA,LICEO ESPAÑOL AMERICANO,5TA. CALLE 2-51 ZONA 1 ESCUINTLA,78897037,REMY ARTURO SINAY GUDIEL,YARISA RUBY SAMAYOA BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,78897037,78897037,78897037,ESCUINTLA | LICEO ESPAÑOL AMERICANO | 5TA. CALLE 2-51 ZONA 1 ESCUINTLA
05-01-2550-46,05-033,ESCUINTLA,ESCUINTLA,ESCUELA NORMAL INTERCULTURAL,4A. CALLE SECCIÓN C LOTE 16 B ZONA 5 COLONIA HUNAPU,77927478,REMY ARTURO SINAY GUDIEL,CARLOS ENRIQUE LÓPEZ MÉNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,77927478,77927478,77927478,ESCUINTLA | ESCUELA NORMAL INTERCULTURAL | 4A. CALLE SECCIÓN C LOTE 16 B ZONA 5 COLONIA HUNAPU
05-01-2658-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S.,8A. CALLE 5-42 ZONA 1,78893628,REMY ARTURO SINAY GUDIEL,VIVIAN JANETH ESTÉVEZ RÉGIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78893628,78893628,78893628,ESCUINTLA | INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S. | 8A. CALLE 5-42 ZONA 1
05-01-2747-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S.,8A. CALLE 5-42 ZONA 1,78893628,REMY ARTURO SINAY GUDIEL,VIVIAN JANETH ESTÉVEZ RÉGIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,78893628,78893628,78893628,ESCUINTLA | INSTITUTO DE ESTUDIOS AVANZADOS EL SABER I.D.E.A.S. | 8A. CALLE 5-42 ZONA 1
05-01-2811-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO TECNOLÓGICO MODERNO,MANZANA 34 LOTE 412 ZONA 03 COLONIA EL MANGO,54547864,REMY ARTURO SINAY GUDIEL,MILVIA ELICENA MEZA ALVAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,54547864,54547864,54547864,ESCUINTLA | INSTITUTO TECNOLÓGICO MODERNO | MANZANA 34 LOTE 412 ZONA 03 COLONIA EL MANGO
05-01-2815-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE BACHILLERATO EN ELECTRICIDAD DE ESCUINTLA,1A. AVENIDA 1-07 CALLE PRINCIPAL COLONIA DEL FERROCARRILERO,52931075,REMY ARTURO SINAY GUDIEL,VÍCTOR MANUEL GONZÁLEZ CRUZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,52931075,52931075,52931075,ESCUINTLA | INSTITUTO DE BACHILLERATO EN ELECTRICIDAD DE ESCUINTLA | 1A. AVENIDA 1-07 CALLE PRINCIPAL COLONIA DEL FERROCARRILERO
05-01-2969-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO DE ESTUDIOS AVANZADOS EL SABER,8A. CALLE 5-42 ZONA 1,78893628,REMY ARTURO SINAY GUDIEL,VIVIAN JANETH ESTÉVEZ RÉGIL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,78893628,78893628,78893628,ESCUINTLA | INSTITUTO DE ESTUDIOS AVANZADOS EL SABER | 8A. CALLE 5-42 ZONA 1
05-01-3020-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO PARTICULAR MIXTO SANTA FAMILIA,6A. CALLE 1-60 ZONA 3,78895621,REMY ARTURO SINAY GUDIEL,BERTHA ALICIA ZAMORA PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78895621,78895621,78895621,ESCUINTLA | COLEGIO PARTICULAR MIXTO SANTA FAMILIA | 6A. CALLE 1-60 ZONA 3
05-01-3031-46,05-033,ESCUINTLA,ESCUINTLA,COLEGIO INTEGRAL HISPANOAMERICANO,1A. AVENIDA 6-60 ZONA 4,58559720,REMY ARTURO SINAY GUDIEL,MARITZA COLLADO SOLARES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,58559720,58559720,58559720,ESCUINTLA | COLEGIO INTEGRAL HISPANOAMERICANO | 1A. AVENIDA 6-60 ZONA 4
05-01-3057-46,05-033,ESCUINTLA,ESCUINTLA,INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS,4A. AVENIDA 15-94 SUR FINAL,78892791,REMY ARTURO SINAY GUDIEL,NILDA JANETHE IBARRA BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78892791,78892791,78892791,ESCUINTLA | INSTITUTO COMERCIAL DE COMPUTOS AVANZADOS | 4A. AVENIDA 15-94 SUR FINAL
05-02-0002-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO EDUCATIVO PRIVADO MIXTO MARIA LUISA,1RA. CALLE DEL BILBOA LOTE 17 A,78822709,JUAN FRANCISCO GODOY DAVILA,MIRIAM ELIZABETH CARDENAS SIFONTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78822709,78822709,78822709,SANTA LUCIA COTZUMALGUAPA | CENTRO EDUCATIVO PRIVADO MIXTO MARIA LUISA | 1RA. CALLE DEL BILBOA LOTE 17 A
05-02-0023-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,MICROPARCELAMIENTO EL NARANJO MICROPARCELAMIENTO EL NARANJO,48958303,JUAN FRANCISCO GODOY DAVILA,MELVIN ESTUARDO DE MATTA LÓPEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,48958303,48958303,48958303,SANTA LUCIA COTZUMALGUAPA | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | MICROPARCELAMIENTO EL NARANJO MICROPARCELAMIENTO EL NARANJO
05-02-0032-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO
05-02-0034-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO MIXTO SAN JOSÉ,1A. CALLE 1-64 ZONA 1,78825138,JUAN FRANCISCO GODOY DAVILA,LIGIA MIRTALA BALCÁRCEL SILIÉZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78825138,78825138,78825138,SANTA LUCIA COTZUMALGUAPA | LICEO MIXTO SAN JOSÉ | 1A. CALLE 1-64 ZONA 1
05-02-0047-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO
05-02-0052-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,5A CALLE 2-251 CALZADA 15 DE SEPTIEMBRE,50651038,JUAN FRANCISCO GODOY DAVILA,LISBETH ANALÍ SALÁN CASTILLO,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,50651038,50651038,50651038,SANTA LUCIA COTZUMALGUAPA | INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA | 5A CALLE 2-251 CALZADA 15 DE SEPTIEMBRE
05-02-0055-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO MIXTO SAN JOSÉ,1A. CALLE 1-64 ZONA 1,78825138,JUAN FRANCISCO GODOY DAVILA,LIGIA MIRTALA BALCÁRCEL SILIÉZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,78825138,78825138,78825138,SANTA LUCIA COTZUMALGUAPA | LICEO MIXTO SAN JOSÉ | 1A. CALLE 1-64 ZONA 1
05-02-0058-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO MIXTO SAN JOSÉ,1 CALLE 1-64 ZONA 1,78825138,JUAN FRANCISCO GODOY DAVILA,LIGIA MIRTALA BALCÁRCEL SILIÉZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,78825138,78825138,78825138,SANTA LUCIA COTZUMALGUAPA | LICEO MIXTO SAN JOSÉ | 1 CALLE 1-64 ZONA 1
05-02-0067-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,CALZADA 15 DE SEPTIEMBRE,54826877,JUAN FRANCISCO GODOY DAVILA,MERCEDES DEL PILAR MORALES MENDOZA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,54826877,54826877,54826877,SANTA LUCIA COTZUMALGUAPA | INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ | CALZADA 15 DE SEPTIEMBRE
05-02-0072-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO MIXTO SAN JOSÉ,1A CALLE 1-64 ZONA 1,78825138,JUAN FRANCISCO GODOY DAVILA,LIGIA MIRTALA BALCÁRCEL SILIÉZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,78825138,78825138,78825138,SANTA LUCIA COTZUMALGUAPA | LICEO MIXTO SAN JOSÉ | 1A CALLE 1-64 ZONA 1
05-02-0074-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL,1RA CALLE 1-95 ZONA 1,47006877,JUAN FRANCISCO GODOY DAVILA,ANA MARGARITA TANTI GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,47006877,47006877,47006877,SANTA LUCIA COTZUMALGUAPA | CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL | 1RA CALLE 1-95 ZONA 1
05-02-0078-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TECNICO PRIVADO CAMANTULUL,5A. AVENIDA 4-65 ZONA 1,54932388,JUAN FRANCISCO GODOY DAVILA,JULIO ADÁN JERÉZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ESCUINTLA,54932388,54932388,54932388,SANTA LUCIA COTZUMALGUAPA | INSTITUTO TECNICO PRIVADO CAMANTULUL | 5A. AVENIDA 4-65 ZONA 1
05-02-0080-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO
05-02-0090-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.
05-02-0091-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.
05-02-0092-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO.
05-02-0093-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO,77746400,JUAN FRANCISCO GODOY DAVILA,MARÍA DOLORES PÉREZ TUCHÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,77746400,77746400,77746400,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN | 4TA. AVENIDA NORTE 1RA. CALLE A LOTIFICACIÓN EL BILBAO
05-02-0098-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO MADRE TIERRA,KILOMETRO 93.8 RUTA CA-2 OCCIDENTE.,42761366,JUAN FRANCISCO GODOY DAVILA,MILAGRO DE MARÍA VÁSQUEZ OVALLE,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ESCUINTLA,42761366,42761366,42761366,SANTA LUCIA COTZUMALGUAPA | COLEGIO MADRE TIERRA | KILOMETRO 93.8 RUTA CA-2 OCCIDENTE.
05-02-0108-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR.,4A. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,78821508,78821508,78821508,SANTA LUCIA COTZUMALGUAPA | LICEO PREUNIVERSITARIO DEL SUR. | 4A. AVENIDA 2-39 ZONA 1
05-02-0109-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO LA ENSEÑANZA,1RA. CALLE 3-67 ZONA 1,78822044,JUAN FRANCISCO GODOY DAVILA,PABLO BENJAMIN MATEO MOREIRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78822044,78822044,78822044,SANTA LUCIA COTZUMALGUAPA | COLEGIO PARTICULAR MIXTO LA ENSEÑANZA | 1RA. CALLE 3-67 ZONA 1
05-02-0110-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,LICEO PREUNIVERSITARIO DEL SUR.,4TA. AVENIDA 2-39 ZONA 1,78821508,JUAN FRANCISCO GODOY DAVILA,CRISTIAN ALEXANDER PÉREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ESCUINTLA,78821508,78821508,78821508,SANTA LUCIA COTZUMALGUAPA | LICEO PREUNIVERSITARIO DEL SUR. | 4TA. AVENIDA 2-39 ZONA 1
05-02-0113-46,05-007,ESCUINTLA,SANTA LUCIA COTZUMALGUAPA,INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP,KM 93 CARRETERA CA2 A MAZATENANGO,78280100,JUAN FRANCISCO GODOY DAVILA,BLANCA ROSA ARGUETA GRIJALBA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ESCUINTLA,78280100,78280100,78280100,SANTA LUCIA COTZUMALGUAPA | INSTITUTO TÉCNICO DE CAPACITACIÓN Y PRODUCTIVIDAD INTECAP | KM 93 CARRETERA CA2 A MAZATENANGO
